STN,YYYYMMDD,TG,TN,TX
  249,20080721,  137,  119,  172
  249,20080722,  158,  126,  199
  249,20080723,  181,  142,  228
  249,20080724,  193,  122,  245
  249,20080725,  218,  174,  263
  249,20080726,  214,  169,  273
  249,20080727,  215,  164,  267
  249,20080728,  225,  190,  271
  249,20080729,  197,  144,  234
  249,20080730,  207,  140,  257
  249,20080731,  233,  163,  285
  249,20080801,  190,  147,  215
  249,20080802,  185,  144,  231
  249,20080803,  181,  162,  202
  249,20080804,  175,  144,  200
  249,20080805,  174,  109,  218
  249,20080806,  202,  169,  232
  249,20080807,  188,  162,  206
  249,20080808,  168,  110,  209
  249,20080809,  165,  104,  215
  249,20080810,  180,  157,  206
  249,20080811,  172,  153,  207
  249,20080812,  172,  145,  213
  249,20080813,  158,  120,  191
  249,20080814,  159,  109,  194
  249,20080815,  153,   98,  206
  249,20080816,  159,   96,  204
  249,20080817,  169,  145,  222
  249,20080818,  163,  140,  192
  249,20080819,  177,  156,  209
  249,20080820,  174,  158,  201
  249,20080821,  168,  147,  197
  249,20080822,  149,   90,  192
  249,20080823,  139,   90,  190
  249,20080824,  150,   90,  186
  249,20080825,  176,  142,  208
  249,20080826,  174,  157,  187
  249,20080827,  175,  167,  187
  249,20080828,  180,  167,  204
  249,20080829,  175,  115,  219
  249,20080830,  178,  109,  225
  249,20080831,  202,  164,  253
  249,20080901,  170,  133,  192
  249,20080902,  150,  123,  177
  249,20080903,  144,  127,  167
  249,20080904,  146,  126,  177
  249,20080905,  157,  133,  178
  249,20080906,  167,  142,  201
  249,20080907,  152,  142,  174
  249,20080908,  154,  115,  189
  249,20080909,  175,  117,  221
  249,20080910,  174,  148,  203
  249,20080911,  191,  154,  241
  249,20080912,  164,  148,  197
  249,20080913,  128,   72,  161
  249,20080914,  120,   66,  166
  249,20080915,  119,   64,  166
  249,20080916,  126,   81,  170
  249,20080917,  118,   74,  163
  249,20080918,  106,   54,  159
  249,20080919,  102,   32,  175
  249,20080920,  105,   32,  174
  249,20080921,  120,   51,  180
  249,20080922,  129,   97,  166
  249,20080923,  132,  114,  145
  249,20080924,  128,   90,  163
  249,20080925,  116,   65,  172
  249,20080926,  111,   48,  177
  249,20080927,  105,   29,  179
  249,20080928,  120,   56,  181
  249,20080929,  117,   93,  142
  249,20080930,  131,  113,  142
  249,20081001,  121,   96,  149
  249,20081002,   97,   75,  132
  249,20081003,   89,   60,  124
  249,20081004,   94,   43,  116
  249,20081005,  112,   90,  136
  249,20081006,  102,   61,  142
  249,20081007,  138,  102,  159
  249,20081008,  122,   62,  158
  249,20081009,  103,   43,  168
  249,20081010,  119,   88,  164
  249,20081011,  133,   95,  180
  249,20081012,  132,   99,  163
  249,20081013,  151,  114,  194
  249,20081014,  139,  117,  163
  249,20081015,  138,  107,  155
  249,20081016,  103,   66,  132
  249,20081017,   90,   59,  138
  249,20081018,  110,   61,  142
  249,20081019,  122,   96,  151
  249,20081020,  120,   78,  152
  249,20081021,   99,   54,  127
  249,20081022,   82,   41,  133
  249,20081023,   99,   61,  141
  249,20081024,   88,   31,  109
  249,20081025,   90,   31,  132
  249,20081026,  117,   91,  129
  249,20081027,   78,   49,  111
  249,20081028,   48,   11,   72
  249,20081029,   37,   -8,   94
  249,20081030,   27,  -14,   68
  249,20081031,   38,   -7,   71
  249,20081101,   63,   50,   74
  249,20081102,   83,   54,  106
  249,20081103,   81,   66,   90
  249,20081104,   83,   71,  111
  249,20081105,   90,   79,   96
  249,20081106,   95,   79,  122
  249,20081107,   91,   60,  121
  249,20081108,   90,   59,  118
  249,20081109,  100,   89,  110
  249,20081110,  114,   95,  143
  249,20081111,   95,   78,  107
  249,20081112,   77,   33,  103
  249,20081113,   78,   27,  111
  249,20081114,  110,   88,  120
  249,20081115,  116,   83,  127
  249,20081116,   77,   44,  115
  249,20081117,   63,   13,  104
  249,20081118,   77,   54,  109
  249,20081119,   96,   69,  112
  249,20081120,   95,   70,  117
  249,20081121,   47,    6,   88
  249,20081122,   21,    3,   43
  249,20081123,   12,   -1,   33
  249,20081124,   13,  -11,   36
  249,20081125,   34,    3,   76
  249,20081126,   63,   -1,   91
  249,20081127,   76,   60,   92
  249,20081128,   41,   32,   60
  249,20081129,   28,  -15,   46
  249,20081130,   12,  -18,   28
  249,20081201,   28,   -1,   44
  249,20081202,   26,   -4,   61
  249,20081203,   22,   -2,   52
  249,20081204,   26,    6,   53
  249,20081205,   47,   29,   66
  249,20081206,   51,   22,   92
  249,20081207,   38,    0,   84
  249,20081208,   43,   20,   64
  249,20081209,   29,   -1,   56
  249,20081210,   26,   -8,   61
  249,20081211,   32,   23,   38
  249,20081212,   23,    2,   48
  249,20081213,    1,  -11,    9
  249,20081214,   17,    2,   39
  249,20081215,   22,   -6,   40
  249,20081216,    1,  -11,   11
  249,20081217,   29,    1,   81
  249,20081218,   55,    0,   89
  249,20081219,   60,   36,   88
  249,20081220,   77,   31,   98
  249,20081221,   88,   64,   99
  249,20081222,   74,   11,  103
  249,20081223,   51,    5,   78
  249,20081224,   59,   17,   80
  249,20081225,   36,   10,   68
  249,20081226,   -5,  -24,   12
  249,20081227,  -15,  -33,    2
  249,20081228,  -10,  -26,    7
  249,20081229,  -27,  -51,  -10
  249,20081230,  -44,  -77,   -2
  249,20081231,  -32,  -73,    0
  249,20090101,    9,   -4,   27
  249,20090102,   -2,  -43,   25
  249,20090103,    8,  -23,   33
  249,20090104,   31,    4,   47
  249,20090105,  -15,  -53,    8
  249,20090106,  -49,  -86,   -1
  249,20090107,    5,  -36,   40
  249,20090108,  -25,  -55,   10
  249,20090109,  -44,  -67,   -1
  249,20090110,  -44,  -75,  -10
  249,20090111,    3,  -40,   34
  249,20090112,   41,   24,   56
  249,20090113,   46,   37,   67
  249,20090114,   36,   10,   64
  249,20090115,   22,    8,   50
  249,20090116,   14,    2,   27
  249,20090117,   44,   25,   73
  249,20090118,   54,   26,   75
  249,20090119,   39,   17,   73
  249,20090120,   38,   17,   57
  249,20090121,   33,   17,   51
  249,20090122,   41,   18,   69
  249,20090123,   44,   31,   60
  249,20090124,   40,    9,   66
  249,20090125,   23,    3,   53
  249,20090126,   12,  -10,   45
  249,20090127,   -5,  -27,    3
  249,20090128,    0,  -18,   22
  249,20090129,   -2,  -17,   11
  249,20090130,    1,  -14,   21
  249,20090131,    3,  -15,   23
  249,20090201,  -12,  -20,    2
  249,20090202,    6,  -15,   21
  249,20090203,   11,    2,   28
  249,20090204,   -5,  -48,   14
  249,20090205,   18,   -3,   49
  249,20090206,   32,   -7,   69
  249,20090207,   19,  -12,   56
  249,20090208,   11,  -16,   53
  249,20090209,   22,   -2,   45
  249,20090210,   21,    4,   38
  249,20090211,   17,  -20,   51
  249,20090212,   11,  -24,   47
  249,20090213,   15,   -4,   53
  249,20090214,   -3,  -41,   43
  249,20090215,   27,  -13,   48
  249,20090216,   59,   45,   79
  249,20090217,   36,    3,   62
  249,20090218,   -2,  -26,   18
  249,20090219,   23,  -15,   51
  249,20090220,   49,   20,   61
  249,20090221,   49,   10,   79
  249,20090222,   62,   42,   78
  249,20090223,   57,   25,   80
  249,20090224,   44,   25,   73
  249,20090225,   53,   31,   71
  249,20090226,   64,   52,   81
  249,20090227,   71,   58,   80
  249,20090228,   70,   49,   88
  249,20090301,   56,    1,   88
  249,20090302,   49,   20,   91
  249,20090303,   61,   29,   78
  249,20090304,   57,   34,   71
  249,20090305,   45,    8,   71
  249,20090306,   43,   -9,   72
  249,20090307,   49,  -24,   99
  249,20090308,   67,   19,   91
  249,20090309,   56,   32,   76
  249,20090310,   54,   38,   66
  249,20090311,   61,   36,   93
  249,20090312,   77,   57,   94
  249,20090313,   72,   29,  101
  249,20090314,   81,   62,  110
  249,20090315,   77,   66,   96
  249,20090316,   78,   54,  125
  249,20090317,   54,  -10,  106
  249,20090318,   42,  -12,  108
  249,20090319,   55,   12,   92
  249,20090320,   33,  -30,   93
  249,20090321,   40,  -38,  103
  249,20090322,   80,   51,  103
  249,20090323,   63,   27,   85
  249,20090324,   49,   17,   82
  249,20090325,   61,   41,   82
  249,20090326,   67,   43,   93
  249,20090327,   61,   31,   83
  249,20090328,   58,   27,   98
  249,20090329,   47,    0,   89
  249,20090330,   51,    3,  103
  249,20090331,   58,    3,  112
  249,20090401,   79,    0,  139
  249,20090402,  105,   68,  164
  249,20090403,  110,   32,  207
  249,20090404,   82,   51,  104
  249,20090405,   75,   40,  132
  249,20090406,  121,   39,  171
  249,20090407,   99,   64,  123
  249,20090408,   85,   46,  121
  249,20090409,  100,   30,  155
  249,20090410,  160,  104,  218
  249,20090411,  145,   96,  204
  249,20090412,  121,   61,  159
  249,20090413,   98,   48,  163
  249,20090414,  108,   43,  168
  249,20090415,  145,   60,  216
  249,20090416,  131,   80,  183
  249,20090417,  106,   75,  154
  249,20090418,  108,   58,  166
  249,20090419,  108,   34,  174
  249,20090420,  113,   42,  181
  249,20090421,   91,   29,  170
  249,20090422,   84,   25,  137
  249,20090423,   83,   23,  135
  249,20090424,  139,   33,  189
  249,20090425,  140,  102,  204
  249,20090426,  121,   98,  163
  249,20090427,  117,   93,  152
  249,20090428,   96,   21,  140
  249,20090429,   97,   14,  159
  249,20090430,  118,   41,  177
  249,20090501,  128,   47,  209
  249,20090502,  118,   52,  177
  249,20090503,   96,   48,  134
  249,20090504,   93,   20,  136
  249,20090505,  116,   94,  132
  249,20090506,  119,  104,  145
  249,20090507,  118,   86,  147
  249,20090508,  114,   86,  157
  249,20090509,  112,   67,  163
  249,20090510,  120,   42,  186
  249,20090511,  105,   62,  150
  249,20090512,  128,   58,  185
  249,20090513,  153,   94,  202
  249,20090514,  137,   97,  186
  249,20090515,  127,   90,  160
  249,20090516,  121,   80,  167
  249,20090517,  124,   98,  169
  249,20090518,  133,  100,  168
  249,20090519,  133,   88,  186
  249,20090520,  130,   76,  178
  249,20090521,  136,   74,  173
  249,20090522,  126,   58,  168
  249,20090523,  156,   83,  197
  249,20090524,  138,   70,  191
  249,20090525,  157,   65,  212
  249,20090526,  133,   90,  179
  249,20090527,  120,   75,  146
  249,20090528,  139,   86,  179
  249,20090529,  133,   59,  180
  249,20090530,  153,   88,  204
  249,20090531,  172,  109,  222
  249,20090601,  167,  103,  229
  249,20090602,  145,   97,  188
  249,20090603,  113,   71,  148
  249,20090604,   98,   60,  138
  249,20090605,   95,   44,  140
  249,20090606,  116,   39,  163
  249,20090607,  118,   85,  162
  249,20090608,  132,   68,  178
  249,20090609,  145,  123,  183
  249,20090610,  140,  117,  184
  249,20090611,  121,   76,  164
  249,20090612,  119,   55,  164
  249,20090613,  145,   50,  200
  249,20090614,  170,  136,  207
  249,20090615,  148,  100,  184
  249,20090616,  137,   83,  181
  249,20090617,  172,   76,  230
  249,20090618,  159,  138,  188
  249,20090619,  146,  125,  171
  249,20090620,  137,   88,  171
  249,20090621,  121,   66,  175
  249,20090622,  130,   61,  193
  249,20090623,  148,   54,  213
  249,20090624,  168,  123,  214
  249,20090625,  199,  135,  260
  249,20090626,  194,  136,  246
  249,20090627,  199,  173,  232
  249,20090628,  199,  147,  242
  249,20090629,  193,  141,  249
  249,20090630,  183,  133,  232
  249,20090701,  198,  143,  251
  249,20090702,  215,  137,  281
  249,20090703,  201,  163,  286
  249,20090704,  190,  130,  232
  249,20090705,  199,  131,  260
  249,20090706,  179,  146,  216
  249,20090707,  163,  132,  199
  249,20090708,  154,  129,  185
  249,20090709,  151,  129,  180
  249,20090710,  140,  101,  175
  249,20090711,  160,  122,  191
  249,20090712,  169,  143,  197
  249,20090713,  184,  138,  214
  249,20090714,  193,  151,  237
  249,20090715,  187,  140,  224
  249,20090716,  194,  143,  242
  249,20090717,  183,  149,  221
  249,20090718,  162,  144,  186
  249,20090719,  170,  143,  198
  249,20090720,  167,  133,  197
  249,20090721,  187,  122,  241
  249,20090722,  189,  152,  221
  249,20090723,  170,  149,  205
  249,20090724,  168,  145,  199
  249,20090725,  163,  124,  196
  249,20090726,  185,  136,  229
  249,20090727,  174,  143,  232
  249,20090728,  173,  128,  209
  249,20090729,  186,  141,  243
  249,20090730,  152,  101,  196
  249,20090731,  162,   98,  210
  249,20090801,  200,  154,  245
  249,20090802,  163,  108,  195
  249,20090803,  160,   95,  215
  249,20090804,  189,   93,  246
  249,20090805,  213,  163,  259
  249,20090806,  219,  163,  281
  249,20090807,  214,  178,  272
  249,20090808,  180,  139,  218
  249,20090809,  166,  114,  203
  249,20090810,  170,   87,  225
  249,20090811,  180,  144,  215
  249,20090812,  175,  124,  215
  249,20090813,  162,   95,  217
  249,20090814,  168,   94,  219
  249,20090815,  198,  160,  253
  249,20090816,  186,  146,  223
  249,20090817,  177,  130,  222
  249,20090818,  191,  114,  253
  249,20090819,  219,  152,  282
  249,20090820,  225,  172,  320
  249,20090821,  169,  122,  215
  249,20090822,  156,  102,  211
  249,20090823,  198,  107,  256
  249,20090824,  208,  162,  265
  249,20090825,  168,  128,  202
  249,20090826,  180,  127,  241
  249,20090827,  192,  166,  222
  249,20090828,  165,  120,  199
  249,20090829,  144,  113,  184
  249,20090830,  153,   98,  199
  249,20090831,  194,  143,  247
  249,20090901,  182,  154,  218
  249,20090902,  162,  143,  183
  249,20090903,  156,  138,  176
  249,20090904,  151,  126,  179
  249,20090905,  152,  130,  178
  249,20090906,  151,  123,  176
  249,20090907,  162,  115,  230
  249,20090908,  194,  127,  268
  249,20090909,  164,  123,  192
  249,20090910,  154,  100,  191
  249,20090911,  145,   89,  188
  249,20090912,  143,   91,  187
  249,20090913,  146,  113,  176
  249,20090914,  154,   91,  192
  249,20090915,  158,  138,  174
  249,20090916,  156,  116,  198
  249,20090917,  133,   78,  170
  249,20090918,  128,   54,  195
  249,20090919,  162,   91,  229
  249,20090920,  145,   80,  202
  249,20090921,  133,   55,  190
  249,20090922,  159,  127,  193
  249,20090923,  154,  101,  195
  249,20090924,  120,   69,  193
  249,20090925,  124,   68,  185
  249,20090926,  120,   67,  184
  249,20090927,  118,   52,  194
  249,20090928,  149,   88,  180
  249,20090929,  152,  131,  166
  249,20090930,  146,  128,  165
  249,20091001,  126,   76,  159
  249,20091002,  116,   85,  147
  249,20091003,  148,  125,  162
  249,20091004,  110,   42,  153
  249,20091005,  108,   42,  134
  249,20091006,  147,  118,  181
  249,20091007,  144,  111,  179
  249,20091008,  106,   40,  155
  249,20091009,   92,   19,  134
  249,20091010,  119,   76,  159
  249,20091011,  120,   80,  152
  249,20091012,  107,   55,  148
  249,20091013,   82,   22,  136
  249,20091014,   41,   -4,  103
  249,20091015,   67,   -7,  129
  249,20091016,  110,   79,  136
  249,20091017,   80,   22,  136
  249,20091018,   74,    1,  130
  249,20091019,   89,   63,  122
  249,20091020,   81,   56,  108
  249,20091021,   94,   70,  124
  249,20091022,   79,   65,  100
  249,20091023,   94,   74,  136
  249,20091024,  108,   72,  150
  249,20091025,  136,  124,  154
  249,20091026,  126,  112,  142
  249,20091027,  125,  110,  148
  249,20091028,  122,   93,  150
  249,20091029,  125,   93,  161
  249,20091030,  107,   80,  123
  249,20091031,  104,   88,  119
  249,20091101,  131,  113,  159
  249,20091102,   93,   54,  126
  249,20091103,   71,   40,  104
  249,20091104,   77,   43,  110
  249,20091105,   81,   61,  108
  249,20091106,   88,   57,  114
  249,20091107,   75,   38,   98
  249,20091108,   43,   10,   57
  249,20091109,   61,   26,   87
  249,20091110,   73,   49,   86
  249,20091111,   83,   57,  103
  249,20091112,   78,   37,  122
  249,20091113,  132,   96,  154
  249,20091114,  125,  107,  137
  249,20091115,   93,   65,  120
  249,20091116,  100,   63,  140
  249,20091117,  107,   90,  131
  249,20091118,  117,   90,  136
  249,20091119,  106,   90,  128
  249,20091120,  119,   97,  142
  249,20091121,  121,   85,  150
  249,20091122,  108,   83,  133
  249,20091123,  105,   80,  130
  249,20091124,  116,   93,  134
  249,20091125,  106,   87,  126
  249,20091126,   82,   69,   99
  249,20091127,   69,   54,   98
  249,20091128,   72,   55,   92
  249,20091129,   82,   63,   97
  249,20091130,   52,   25,   70
  249,20091201,   47,   -7,   86
  249,20091202,   47,   23,   62
  249,20091203,   78,   52,   97
  249,20091204,   56,   40,   78
  249,20091205,   72,   47,   93
  249,20091206,   98,   66,  120
  249,20091207,   72,   62,   85
  249,20091208,   66,   35,   93
  249,20091209,   72,   35,   92
  249,20091210,   92,   83,   99
  249,20091211,   69,   27,   92
  249,20091212,   35,    9,   58
  249,20091213,    7,  -24,   36
  249,20091214,  -16,  -44,   -3
  249,20091215,  -19,  -61,   16
  249,20091216,   -3,  -37,   24
  249,20091217,   -5,  -27,   13
  249,20091218,  -35,  -83,   -5
  249,20091219,  -56,  -76,  -35
  249,20091220,  -11,  -46,   24
  249,20091221,  -11,  -44,   30
  249,20091222,    2,  -12,   17
  249,20091223,   -2,  -16,   10
  249,20091224,   -3,  -19,    7
  249,20091225,   24,    0,   46
  249,20091226,   40,   21,   58
  249,20091227,   44,   30,   58
  249,20091228,   26,  -21,   74
  249,20091229,    1,  -20,    8
  249,20091230,   -2,   -5,    3
  249,20091231,    3,   -6,    9
  249,20100101,  -31,  -92,    5
  249,20100102,  -17,  -72,   12
  249,20100103,  -92, -144,  -29
  249,20100104,  -13,  -57,   14
  249,20100105,    2,  -18,   21
  249,20100106,  -25,  -57,    4
  249,20100107,  -82, -142,  -35
  249,20100108,  -74, -143,  -38
  249,20100109,  -20,  -51,   -4
  249,20100110,   -2,   -9,    3
  249,20100111,   -6,  -12,    2
  249,20100112,  -21,  -50,   -7
  249,20100113,  -38,  -59,  -19
  249,20100114,   -3,  -26,   18
  249,20100115,    6,  -39,   26
  249,20100116,    7,    0,   14
  249,20100117,   22,    3,   42
  249,20100118,   33,    4,   52
  249,20100119,   28,    6,   53
  249,20100120,   10,    2,   30
  249,20100121,   10,   -1,   21
  249,20100122,    2,   -6,   20
  249,20100123,   -3,  -12,    6
  249,20100124,  -19,  -61,  -12
  249,20100125,  -59, -130,  -25
  249,20100126, -110, -152,  -65
  249,20100127,  -16, -154,   47
  249,20100128,   30,    8,   51
  249,20100129,   20,  -17,   47
  249,20100130,   -9,  -53,   20
  249,20100131,   14,   -3,   27
  249,20100201,    0,  -35,   29
  249,20100202,   28,   -7,   55
  249,20100203,   19,    0,   54
  249,20100204,   48,    9,   70
  249,20100205,   29,   12,   53
  249,20100206,   18,    3,   53
  249,20100207,    1,  -11,    7
  249,20100208,  -42,  -56,  -11
  249,20100209,  -31,  -48,  -10
  249,20100210,  -23,  -63,   -1
  249,20100211,  -22,  -64,    0
  249,20100212,  -28,  -85,   14
  249,20100213,  -18,  -60,   11
  249,20100214,  -23,  -62,  -12
  249,20100215,  -37,  -60,  -21
  249,20100216,  -11,  -32,   17
  249,20100217,  -11,  -39,   20
  249,20100218,   18,   -3,   42
  249,20100219,   31,   13,   47
  249,20100220,   10,  -19,   39
  249,20100221,    0,  -24,   25
  249,20100222,   19,   11,   34
  249,20100223,    7,   -9,   29
  249,20100224,   40,   -2,   89
  249,20100225,   60,   46,   74
  249,20100226,   61,   46,   92
  249,20100227,   60,   40,   95
  249,20100228,   50,   32,   71
  249,20100301,   36,    7,   66
  249,20100302,   22,  -13,   67
  249,20100303,   15,  -32,   66
  249,20100304,    4,  -40,   52
  249,20100305,   17,  -37,   53
  249,20100306,    2,  -28,   29
  249,20100307,  -18,  -60,   25
  249,20100308,   10,  -32,   55
  249,20100309,   -2,  -53,   42
  249,20100310,    0,  -34,   18
  249,20100311,   30,   -5,   69
  249,20100312,   40,   18,   65
  249,20100313,   48,   20,   78
  249,20100314,   59,   43,   86
  249,20100315,   58,   40,   82
  249,20100316,   49,   15,   86
  249,20100317,   68,   14,  118
  249,20100318,  104,   29,  165
  249,20100319,  109,   91,  126
  249,20100320,  122,  101,  150
  249,20100321,   76,   17,  116
  249,20100322,   71,   12,  122
  249,20100323,   86,   33,  130
  249,20100324,  117,   78,  167
  249,20100325,  138,   90,  190
  249,20100326,   99,   66,  128
  249,20100327,   83,   61,  108
  249,20100328,   71,   46,   97
  249,20100329,   91,   59,  125
  249,20100330,   99,   61,  138
  249,20100331,   62,   46,  103
  249,20100401,   52,   32,   78
  249,20100402,   77,   25,  129
  249,20100403,   73,   55,   97
  249,20100404,   70,   52,   94
  249,20100405,   69,   19,  103
  249,20100406,  102,   43,  153
  249,20100407,  124,   74,  188
  249,20100408,   84,   32,  129
  249,20100409,   89,   18,  141
  249,20100410,   59,    8,  111
  249,20100411,   61,   13,  101
  249,20100412,   84,   30,  127
  249,20100413,   84,   45,  126
  249,20100414,   87,   31,  137
  249,20100415,   76,   13,  133
  249,20100416,   67,    6,  111
  249,20100417,   59,  -11,  126
  249,20100418,   83,  -10,  165
  249,20100419,   74,   33,  118
  249,20100420,   77,   53,  108
  249,20100421,   56,   17,   91
  249,20100422,   54,   -6,  100
  249,20100423,   58,  -30,  131
  249,20100424,  111,    7,  173
  249,20100425,  128,   65,  222
  249,20100426,  112,   78,  159
  249,20100427,  116,   39,  180
  249,20100428,  152,   63,  219
  249,20100429,  158,   93,  230
  249,20100430,  113,   89,  132
  249,20100501,   99,   44,  133
  249,20100502,   74,   46,   97
  249,20100503,   66,   52,   75
  249,20100504,   66,   30,  102
  249,20100505,   73,   16,  121
  249,20100506,   80,   23,  119
  249,20100507,   76,   62,   94
  249,20100508,   87,   73,  113
  249,20100509,   75,    8,  117
  249,20100510,   66,    8,  104
  249,20100511,   67,   23,  108
  249,20100512,   62,   48,   72
  249,20100513,   69,   18,   95
  249,20100514,   67,   -3,  126
  249,20100515,   85,   10,  143
  249,20100516,  107,   63,  140
  249,20100517,  102,   39,  145
  249,20100518,   88,   26,  143
  249,20100519,  105,   39,  164
  249,20100520,  127,   31,  198
  249,20100521,  128,   61,  186
  249,20100522,  123,   56,  184
  249,20100523,  152,   73,  213
  249,20100524,  150,   77,  200
  249,20100525,  108,   55,  160
  249,20100526,   99,   46,  141
  249,20100527,   99,   47,  143
  249,20100528,  106,   45,  152
  249,20100529,  141,   69,  207
  249,20100530,  120,   94,  140
  249,20100531,  120,   64,  171
  249,20100601,  123,   55,  179
  249,20100602,  139,   79,  202
  249,20100603,  142,   62,  197
  249,20100604,  140,   64,  202
  249,20100605,  167,   71,  237
  249,20100606,  178,  139,  239
  249,20100607,  135,  105,  157
  249,20100608,  162,  122,  219
  249,20100609,  165,  135,  189
  249,20100610,  171,  153,  203
  249,20100611,  147,   85,  185
  249,20100612,  127,   71,  173
  249,20100613,  131,   64,  165
  249,20100614,  147,  101,  187
  249,20100615,  121,   76,  156
  249,20100616,  138,   93,  182
  249,20100617,  144,   99,  199
  249,20100618,  126,   97,  156
  249,20100619,  113,   93,  146
  249,20100620,  112,   87,  132
  249,20100621,  118,   62,  167
  249,20100622,  135,   44,  188
  249,20100623,  174,   89,  248
  249,20100624,  178,   97,  253
  249,20100625,  167,  113,  217
  249,20100626,  179,   94,  228
  249,20100627,  206,  155,  266
  249,20100628,  208,  125,  288
  249,20100629,  177,  114,  244
  249,20100630,  183,  117,  245
  249,20100701,  202,  127,  245
  249,20100702,  253,  197,  309
  249,20100703,  201,  148,  257
  249,20100704,  186,  121,  250
  249,20100705,  178,  109,  229
  249,20100706,  154,  100,  202
  249,20100707,  181,  104,  240
  249,20100708,  199,  134,  264
  249,20100709,  231,  140,  331
  249,20100710,  233,  156,  300
  249,20100711,  217,  157,  264
  249,20100712,  196,  155,  245
  249,20100713,  194,  149,  242
  249,20100714,  206,  159,  272
  249,20100715,  177,  123,  211
  249,20100716,  179,  141,  214
  249,20100717,  162,  106,  201
  249,20100718,  173,  105,  227
  249,20100719,  200,  122,  263
  249,20100720,  227,  139,  288
  249,20100721,  209,  176,  248
  249,20100722,  174,  117,  233
  249,20100723,  173,  107,  232
  249,20100724,  156,  111,  199
  249,20100725,  174,  124,  226
  249,20100726,  169,  130,  209
  249,20100727,  175,  123,  215
  249,20100728,  180,  145,  212
  249,20100729,  167,  136,  204
  249,20100730,  171,  108,  218
  249,20100731,  174,  164,  192
  249,20100801,  180,  133,  230
  249,20100802,  168,  114,  219
  249,20100803,  169,  112,  217
  249,20100804,  161,  126,  200
  249,20100805,  149,   98,  198
  249,20100806,  164,   95,  225
  249,20100807,  169,  152,  195
  249,20100808,  173,  140,  212
  249,20100809,  180,  128,  226
  249,20100810,  170,  130,  211
  249,20100811,  166,  114,  200
  249,20100812,  147,  107,  206
  249,20100813,  150,  100,  202
  249,20100814,  179,  102,  229
  249,20100815,  175,  161,  193
  249,20100816,  192,  163,  224
  249,20100817,  162,  148,  176
  249,20100818,  171,  144,  198
  249,20100819,  171,  134,  206
  249,20100820,  203,  162,  269
  249,20100821,  205,  179,  235
  249,20100822,  189,  155,  217
  249,20100823,  186,  162,  211
  249,20100824,  156,  123,  185
  249,20100825,  157,  128,  187
  249,20100826,  151,  139,  166
  249,20100827,  138,   88,  174
  249,20100828,  134,   78,  178
  249,20100829,  125,   82,  167
  249,20100830,  139,   99,  179
  249,20100831,  121,   67,  178
  249,20100901,  123,   71,  175
  249,20100902,  122,   69,  169
  249,20100903,  129,   66,  193
  249,20100904,  129,   72,  186
  249,20100905,  134,   67,  180
  249,20100906,  153,  117,  190
  249,20100907,  127,  110,  141
  249,20100908,  149,  125,  185
  249,20100909,  155,  111,  193
  249,20100910,  154,  124,  189
  249,20100911,  177,  139,  216
  249,20100912,  149,   95,  185
  249,20100913,  144,   77,  182
  249,20100914,  161,  128,  177
  249,20100915,  132,  101,  162
  249,20100916,  120,   81,  159
  249,20100917,  115,   80,  151
  249,20100918,  108,   70,  160
  249,20100919,  135,   86,  152
  249,20100920,  156,  133,  180
  249,20100921,  143,   88,  191
  249,20100922,  157,  104,  205
  249,20100923,  160,  127,  199
  249,20100924,  148,  117,  179
  249,20100925,  109,   69,  151
  249,20100926,   95,   56,  125
  249,20100927,  122,   92,  141
  249,20100928,  120,   60,  144
  249,20100929,   99,   31,  134
  249,20100930,  103,   85,  134
  249,20101001,  124,   72,  168
  249,20101002,  154,  123,  192
  249,20101003,  177,  145,  208
  249,20101004,  174,  140,  219
  249,20101005,  163,  129,  194
  249,20101006,  154,  123,  182
  249,20101007,  132,   81,  160
  249,20101008,  145,  116,  157
  249,20101009,  132,   96,  169
  249,20101010,  111,   73,  160
  249,20101011,   93,   38,  150
  249,20101012,   89,   24,  146
  249,20101013,   99,   50,  139
  249,20101014,  108,   71,  131
  249,20101015,  100,   56,  128
  249,20101016,   76,   17,  108
  249,20101017,   45,   -3,  103
  249,20101018,   84,    4,  121
  249,20101019,   89,   57,  125
  249,20101020,   62,   23,   97
  249,20101021,   90,   31,  111
  249,20101022,  109,   91,  137
  249,20101023,   79,   61,   98
  249,20101024,   76,   35,  113
  249,20101025,   62,   23,  112
  249,20101026,   70,   28,   97
  249,20101027,   96,   70,  106
  249,20101028,  119,   98,  134
  249,20101029,  101,   72,  131
  249,20101030,  111,   78,  140
  249,20101031,   91,   60,  116
  249,20101101,   82,   75,   91
  249,20101102,  112,   81,  132
  249,20101103,  124,  103,  144
  249,20101104,  145,  140,  151
  249,20101105,  129,   93,  148
  249,20101106,   86,   41,  115
  249,20101107,   59,   17,   83
  249,20101108,   55,   37,   69
  249,20101109,   46,   35,   55
  249,20101110,   51,   18,   81
  249,20101111,   68,   17,  111
  249,20101112,  111,   95,  122
  249,20101113,   95,   80,  109
  249,20101114,  101,   77,  123
  249,20101115,   57,   15,   99
  249,20101116,   46,    4,  109
  249,20101117,   48,   -8,   64
  249,20101118,   50,   36,   57
  249,20101119,   59,   26,   80
  249,20101120,   52,    3,   87
  249,20101121,   50,    9,   84
  249,20101122,   38,   12,   69
  249,20101123,   37,    3,   72
  249,20101124,   22,    0,   53
  249,20101125,   15,  -15,   30
  249,20101126,   -1,  -34,   36
  249,20101127,    7,    0,   13
