STN,YYYYMMDD,TG,TN,TX
  249,20030726,  193,  155,  226
  249,20030727,  184,  125,  221
  249,20030728,  178,  115,  230
  249,20030729,  196,  130,  254
  249,20030730,  184,  121,  219
  249,20030731,  189,  124,  245
  249,20030801,  198,  153,  250
  249,20030802,  198,  141,  242
  249,20030803,  185,  117,  241
  249,20030804,  194,  120,  248
  249,20030805,  205,  121,  266
  249,20030806,  231,  160,  288
  249,20030807,  247,  173,  330
  249,20030808,  212,  177,  285
  249,20030809,  192,  168,  232
  249,20030810,  206,  166,  276
  249,20030811,  227,  173,  291
  249,20030812,  231,  174,  320
  249,20030813,  204,  161,  237
  249,20030814,  178,  129,  213
  249,20030815,  163,   99,  220
  249,20030816,  155,   95,  211
  249,20030817,  179,  103,  216
  249,20030818,  207,  156,  252
  249,20030819,  183,  126,  219
  249,20030820,  161,  106,  219
  249,20030821,  173,  105,  222
  249,20030822,  195,  150,  225
  249,20030823,  182,  126,  224
  249,20030824,  175,  140,  200
  249,20030825,  175,  124,  222
  249,20030826,  166,  100,  218
  249,20030827,  161,  141,  191
  249,20030828,  149,  129,  174
  249,20030829,  140,   86,  162
  249,20030830,  139,   72,  193
  249,20030831,  140,  105,  181
  249,20030901,  134,   91,  182
  249,20030902,  130,   79,  175
  249,20030903,  132,   66,  198
  249,20030904,  138,   71,  208
  249,20030905,  172,   93,  228
  249,20030906,  168,  140,  203
  249,20030907,  148,   85,  196
  249,20030908,  138,   91,  191
  249,20030909,  140,   89,  195
  249,20030910,  118,   84,  140
  249,20030911,  147,   83,  189
  249,20030912,  137,   81,  184
  249,20030913,  127,   45,  186
  249,20030914,  138,   63,  198
  249,20030915,  138,   58,  204
  249,20030916,  153,   85,  228
  249,20030917,  170,  109,  246
  249,20030918,  181,  107,  260
  249,20030919,  166,  108,  220
  249,20030920,  171,  100,  240
  249,20030921,  180,  129,  211
  249,20030922,  180,  114,  241
  249,20030923,  113,   74,  144
  249,20030924,  104,   48,  157
  249,20030925,  123,   51,  171
  249,20030926,  128,   60,  180
  249,20030927,  113,   59,  170
  249,20030928,  118,   68,  135
  249,20030929,  118,   80,  167
  249,20030930,  125,   79,  162
  249,20031001,  120,   66,  157
  249,20031002,  133,   72,  171
  249,20031003,  138,   81,  186
  249,20031004,  103,   66,  141
  249,20031005,   85,   40,  135
  249,20031006,  104,   52,  150
  249,20031007,   96,   58,  126
  249,20031008,  121,  100,  148
  249,20031009,  135,   99,  156
  249,20031010,  140,  105,  161
  249,20031011,  111,   47,  140
  249,20031012,   83,   25,  140
  249,20031013,   99,   74,  124
  249,20031014,   83,   61,  115
  249,20031015,   71,   38,  116
  249,20031016,   62,    7,  113
  249,20031017,   68,   24,  107
  249,20031018,   49,   -7,  110
  249,20031019,   55,  -14,  120
  249,20031020,   59,   -3,   97
  249,20031021,   49,    4,   90
  249,20031022,   57,   31,   82
  249,20031023,   20,  -44,   70
  249,20031024,   33,  -29,   91
  249,20031025,   67,   13,  111
  249,20031026,   45,  -28,   99
  249,20031027,   12,  -44,   72
  249,20031028,   28,  -18,   83
  249,20031029,   48,   -2,   83
  249,20031030,   74,   53,  112
  249,20031031,   76,   53,  106
  249,20031101,   90,   68,  122
  249,20031102,   92,   57,  117
  249,20031103,  107,   89,  130
  249,20031104,   97,   45,  134
  249,20031105,   91,   72,  113
  249,20031106,   70,   26,  116
  249,20031107,   64,   44,   88
  249,20031108,   68,   57,   94
  249,20031109,   70,   37,   94
  249,20031110,   72,   33,  124
  249,20031111,   32,   24,   42
  249,20031112,   50,   19,   71
  249,20031113,   91,   49,  121
  249,20031114,   76,   62,   95
  249,20031115,   91,   57,  115
  249,20031116,   70,   54,   82
  249,20031117,   90,   54,  111
  249,20031118,  119,   97,  129
  249,20031119,  121,  112,  130
  249,20031120,  102,   92,  118
  249,20031121,   93,   85,  101
  249,20031122,  112,   92,  132
  249,20031123,   96,   84,  129
  249,20031124,   70,   67,   85
  249,20031125,   64,   18,   92
  249,20031126,   83,   62,  106
  249,20031127,   42,   13,   93
  249,20031128,   32,   -9,   93
  249,20031129,   37,   19,   58
  249,20031130,   61,   36,   77
  249,20031201,   85,   69,  106
  249,20031202,   63,   48,   84
  249,20031203,   58,   26,   69
  249,20031204,   63,   56,   71
  249,20031205,   65,   52,   91
  249,20031206,   47,  -22,  100
  249,20031207,   -9,  -39,   22
  249,20031208,   -8,  -54,   16
  249,20031209,  -10,  -42,   32
  249,20031210,  -16,  -56,   34
  249,20031211,   31,    4,   75
  249,20031212,   33,  -11,   93
  249,20031213,  111,   92,  119
  249,20031214,   71,   30,   98
  249,20031215,   39,   17,   54
  249,20031216,   54,   10,   78
  249,20031217,   43,   -5,   73
  249,20031218,   15,  -15,   59
  249,20031219,   36,   -9,   62
  249,20031220,   71,   50,  109
  249,20031221,   58,   19,   79
  249,20031222,   17,  -10,   47
  249,20031223,   28,    0,   42
  249,20031224,   52,   25,   78
  249,20031225,   88,   71,   96
  249,20031226,   76,   57,   93
  249,20031227,   70,   50,   98
  249,20031228,   48,   28,   59
  249,20031229,   34,    3,   60
  249,20031230,   25,    5,   39
  249,20031231,    0,  -24,   31
  249,20040101,    5,    0,    9
  249,20040102,  -23,  -55,    7
  249,20040103,  -30,  -75,   -7
  249,20040104,   33,  -25,   56
  249,20040105,   44,   26,   69
  249,20040106,   68,   42,   89
  249,20040107,   57,   17,   79
  249,20040108,   56,   38,   71
  249,20040109,   61,   47,   79
  249,20040110,   54,   19,   87
  249,20040111,   89,   59,  117
  249,20040112,   54,   28,   68
  249,20040113,   73,   43,   95
  249,20040114,   48,   25,   70
  249,20040115,   54,   23,   64
  249,20040116,   61,   50,   78
  249,20040117,   48,   34,   62
  249,20040118,   30,   -4,   54
  249,20040119,   72,   49,   89
  249,20040120,   35,   12,   60
  249,20040121,   17,   -5,   31
  249,20040122,   22,    4,   32
  249,20040123,   18,    3,   44
  249,20040124,   35,   10,   78
  249,20040125,   33,   -2,   75
  249,20040126,    2,  -28,   18
  249,20040127,    1,  -28,   33
  249,20040128,    3,  -28,   36
  249,20040129,   19,  -27,   42
  249,20040130,   36,   21,   61
  249,20040131,   68,   22,  103
  249,20040201,   91,   71,  109
  249,20040202,   99,   91,  115
  249,20040203,  137,  106,  158
  249,20040204,  129,  103,  156
  249,20040205,  103,   90,  122
  249,20040206,   95,   71,  121
  249,20040207,   69,   54,   86
  249,20040208,   41,    7,   62
  249,20040209,   33,    4,   56
  249,20040210,   53,   21,   81
  249,20040211,   56,   33,   81
  249,20040212,   58,   28,   83
  249,20040213,   73,   63,   88
  249,20040214,   67,   35,   80
  249,20040215,   58,   25,   75
  249,20040216,   25,   14,   43
  249,20040217,   49,   24,   70
  249,20040218,   54,   28,   77
  249,20040219,   18,   -6,   47
  249,20040220,    6,  -20,   36
  249,20040221,    2,  -30,   19
  249,20040222,   24,   -2,   64
  249,20040223,   13,  -18,   58
  249,20040224,   20,  -15,   53
  249,20040225,    8,  -10,   45
  249,20040226,   11,  -12,   50
  249,20040227,  -14,  -52,   15
  249,20040228,  -13,  -55,   41
  249,20040229,   -4,  -45,   37
  249,20040301,   13,  -48,   55
  249,20040302,   35,  -11,   74
  249,20040303,   24,  -21,   74
  249,20040304,   41,   12,   72
  249,20040305,   29,    8,   64
  249,20040306,   20,    0,   50
  249,20040307,   31,  -19,   77
  249,20040308,   22,  -45,   66
  249,20040309,   20,   -1,   53
  249,20040310,   13,   -9,   28
  249,20040311,   27,   11,   53
  249,20040312,   41,   15,   74
  249,20040313,   68,   34,   93
  249,20040314,   86,   40,  120
  249,20040315,  110,   86,  130
  249,20040316,  109,   87,  142
  249,20040317,   99,   45,  148
  249,20040318,   90,   45,  130
  249,20040319,   84,   68,  104
  249,20040320,   91,   67,  110
  249,20040321,   76,   54,  102
  249,20040322,   60,   21,   94
  249,20040323,   41,   -8,   91
  249,20040324,   37,   -7,   95
  249,20040325,   33,  -21,   76
  249,20040326,   26,  -38,   86
  249,20040327,   42,  -37,   93
  249,20040328,   67,   35,  101
  249,20040329,   82,   27,  136
  249,20040330,   93,   31,  141
  249,20040331,  104,   51,  156
  249,20040401,  125,   79,  179
  249,20040402,  111,   86,  165
  249,20040403,  113,   85,  144
  249,20040404,   97,   77,  115
  249,20040405,   74,   48,  104
  249,20040406,   62,   35,   90
  249,20040407,   61,   38,   97
  249,20040408,   61,   30,   97
  249,20040409,   54,    1,   87
  249,20040410,   61,   32,   87
  249,20040411,   53,    3,   91
  249,20040412,   70,    9,  124
  249,20040413,   77,   23,  120
  249,20040414,   85,   22,  141
  249,20040415,  110,   47,  174
  249,20040416,  128,   62,  191
  249,20040417,  130,   84,  201
  249,20040418,   94,   57,  120
  249,20040419,   67,   10,  101
  249,20040420,   77,    0,  136
  249,20040421,  128,   62,  184
  249,20040422,  114,   44,  160
  249,20040423,   90,   18,  157
  249,20040424,  103,   53,  166
  249,20040425,  108,   21,  169
  249,20040426,  122,   55,  188
  249,20040427,  146,   56,  205
  249,20040428,  142,  114,  195
  249,20040429,  134,  116,  171
  249,20040430,  157,  111,  226
  249,20040501,  138,   99,  207
  249,20040502,  106,   75,  131
  249,20040503,  121,   81,  181
  249,20040504,   89,   38,  121
  249,20040505,  101,   47,  145
  249,20040506,   98,   30,  144
  249,20040507,  100,   85,  124
  249,20040508,  107,   74,  130
  249,20040509,  115,   73,  156
  249,20040510,  111,   84,  152
  249,20040511,  103,   82,  133
  249,20040512,   98,   79,  132
  249,20040513,  105,   82,  133
  249,20040514,  116,   79,  158
  249,20040515,  136,   89,  189
  249,20040516,  135,   64,  198
  249,20040517,  141,   65,  205
  249,20040518,  135,   69,  188
  249,20040519,  146,   75,  196
  249,20040520,  129,   81,  177
  249,20040521,  101,   50,  144
  249,20040522,   91,   42,  132
  249,20040523,   99,   48,  141
  249,20040524,  104,   33,  162
  249,20040525,  106,   50,  146
  249,20040526,   95,   39,  145
  249,20040527,  103,   42,  152
  249,20040528,  118,   27,  175
  249,20040529,  166,  112,  220
  249,20040530,  156,  125,  215
  249,20040531,  131,   76,  167
  249,20040601,  146,   63,  209
  249,20040602,  132,  115,  142
  249,20040603,  134,  111,  165
  249,20040604,  135,   85,  167
  249,20040605,  122,   76,  146
  249,20040606,  139,   60,  191
  249,20040607,  183,  126,  239
  249,20040608,  208,  110,  262
  249,20040609,  177,  140,  218
  249,20040610,  177,  142,  222
  249,20040611,  162,  128,  191
  249,20040612,  145,  125,  179
  249,20040613,  132,   86,  175
  249,20040614,  164,  100,  211
  249,20040615,  157,   86,  213
  249,20040616,  150,   98,  185
  249,20040617,  154,  104,  181
  249,20040618,  138,   90,  180
  249,20040619,  115,   67,  153
  249,20040620,  114,   84,  154
  249,20040621,  129,   86,  174
  249,20040622,  156,  100,  191
  249,20040623,  160,  136,  201
  249,20040624,  137,  118,  156
  249,20040625,  128,   72,  161
  249,20040626,  152,   63,  205
  249,20040627,  168,  139,  200
  249,20040628,  152,  117,  182
  249,20040629,  156,  115,  184
  249,20040630,  175,  140,  222
  249,20040701,  156,  119,  183
  249,20040702,  150,  119,  184
  249,20040703,  151,  120,  179
  249,20040704,  155,  125,  182
  249,20040705,  144,   90,  189
  249,20040706,  142,   70,  199
  249,20040707,  159,   82,  214
  249,20040708,  164,  120,  216
  249,20040709,  154,  133,  184
  249,20040710,  148,  118,  176
  249,20040711,  145,  113,  174
  249,20040712,  138,  117,  162
  249,20040713,  141,  101,  173
  249,20040714,  160,  127,  194
  249,20040715,  173,  138,  200
  249,20040716,  165,  140,  182
  249,20040717,  191,  131,  268
  249,20040718,  175,  140,  214
  249,20040719,  166,  122,  200
  249,20040720,  171,  123,  207
  249,20040721,  181,  134,  212
  249,20040722,  190,  116,  244
  249,20040723,  183,  115,  232
  249,20040724,  163,  100,  215
  249,20040725,  147,  127,  165
  249,20040726,  154,   95,  197
  249,20040727,  162,   97,  211
  249,20040728,  177,  117,  219
  249,20040729,  204,  156,  254
  249,20040730,  203,  137,  266
  249,20040731,  187,  125,  241
  249,20040801,  170,  127,  214
  249,20040802,  185,  111,  243
  249,20040803,  205,  130,  255
  249,20040804,  204,  150,  254
  249,20040805,  210,  149,  263
  249,20040806,  231,  181,  300
  249,20040807,  209,  176,  245
  249,20040808,  241,  165,  291
  249,20040809,  257,  216,  302
  249,20040810,  225,  188,  267
  249,20040811,  201,  153,  240
  249,20040812,  200,  170,  239
  249,20040813,  171,  144,  189
  249,20040814,  186,  137,  226
  249,20040815,  193,  147,  235
  249,20040816,  186,  154,  218
  249,20040817,  196,  161,  233
  249,20040818,  209,  171,  259
  249,20040819,  184,  159,  214
  249,20040820,  159,  139,  199
  249,20040821,  143,   89,  186
  249,20040822,  141,   87,  194
  249,20040823,  160,  125,  203
  249,20040824,  168,  137,  202
  249,20040825,  163,  139,  195
  249,20040826,  158,  119,  188
  249,20040827,  161,  117,  184
  249,20040828,  142,   91,  192
  249,20040829,  149,   90,  190
  249,20040830,  144,  131,  175
  249,20040831,  139,   85,  178
  249,20040901,  140,   83,  195
  249,20040902,  167,  109,  221
  249,20040903,  175,  103,  246
  249,20040904,  184,  113,  239
  249,20040905,  176,  105,  239
  249,20040906,  178,  138,  225
  249,20040907,  170,  127,  210
  249,20040908,  153,  101,  200
  249,20040909,  168,  100,  215
  249,20040910,  185,  140,  248
  249,20040911,  185,  166,  211
  249,20040912,  161,  131,  182
  249,20040913,  151,  128,  176
  249,20040914,  143,  125,  179
  249,20040915,  132,   74,  172
  249,20040916,  127,   64,  182
  249,20040917,  151,  102,  195
  249,20040918,  162,  132,  188
  249,20040919,  142,  107,  174
  249,20040920,  147,  121,  173
  249,20040921,  134,  112,  162
  249,20040922,  127,  104,  143
  249,20040923,  125,  106,  156
  249,20040924,  119,   93,  150
  249,20040925,  123,  106,  149
  249,20040926,  140,   97,  170
  249,20040927,  149,  112,  177
  249,20040928,  154,  130,  173
  249,20040929,  130,  104,  158
  249,20040930,  121,   58,  153
  249,20041001,  146,  126,  175
  249,20041002,  138,  121,  168
  249,20041003,  139,  108,  158
  249,20041004,  146,  106,  178
  249,20041005,  134,  117,  152
  249,20041006,  127,  102,  156
  249,20041007,  114,   72,  148
  249,20041008,   90,   40,  150
  249,20041009,   81,   25,  146
  249,20041010,   88,   47,  127
  249,20041011,   86,   59,  120
  249,20041012,   84,   56,  112
  249,20041013,  110,   71,  155
  249,20041014,  121,  105,  150
  249,20041015,   93,   39,  130
  249,20041016,   80,   58,  102
  249,20041017,   86,   61,  112
  249,20041018,   93,   55,  126
  249,20041019,   88,   47,  129
  249,20041020,  126,   85,  165
  249,20041021,  129,  107,  161
  249,20041022,  136,  110,  164
  249,20041023,  151,  133,  172
  249,20041024,  153,  139,  168
  249,20041025,  134,  104,  153
  249,20041026,   98,   56,  135
  249,20041027,   94,   56,  111
  249,20041028,  116,   99,  133
  249,20041029,  117,   79,  160
  249,20041030,   95,   35,  140
  249,20041031,  102,   49,  128
  249,20041101,   89,   50,  105
  249,20041102,   88,   80,   97
  249,20041103,   98,   85,  112
  249,20041104,   97,   59,  137
  249,20041105,   96,   65,  117
  249,20041106,   95,   60,  132
  249,20041107,   83,   64,  113
  249,20041108,   78,   41,   88
  249,20041109,   26,  -19,   71
  249,20041110,   69,   20,   93
  249,20041111,   36,    7,   66
  249,20041112,   66,   16,  113
  249,20041113,   55,   25,   88
  249,20041114,   53,   17,  106
  249,20041115,   90,   57,  105
  249,20041116,  107,   95,  116
  249,20041117,  118,  111,  124
  249,20041118,   76,   26,  123
  249,20041119,   40,   23,   63
  249,20041120,   29,   -2,   66
  249,20041121,   24,   -5,   91
  249,20041122,  111,   90,  125
  249,20041123,   61,   -1,  108
  249,20041124,   23,   -9,   70
  249,20041125,   -9,  -26,   13
  249,20041126,   47,  -19,   94
  249,20041127,   71,   25,   93
  249,20041128,   75,   37,   89
  249,20041129,   63,   41,   92
  249,20041130,   46,   24,   68
  249,20041201,   30,   12,   38
  249,20041202,   27,  -13,   71
  249,20041203,   33,   -5,   85
  249,20041204,   61,   16,   75
  249,20041205,   70,   28,  103
  249,20041206,   74,   28,  100
  249,20041207,   71,   35,   93
  249,20041208,   40,   -6,   61
  249,20041209,   10,  -10,   33
  249,20041210,   12,  -19,   34
  249,20041211,   44,   33,   55
  249,20041212,   40,   22,   48
  249,20041213,    1,  -15,   39
  249,20041214,   12,  -19,   45
  249,20041215,   57,   31,   76
  249,20041216,   62,   41,   84
  249,20041217,   64,   46,   86
  249,20041218,   45,    1,   69
  249,20041219,    8,  -26,   52
  249,20041220,    3,  -32,   45
  249,20041221,   -8,  -37,   13
  249,20041222,   52,    3,   93
  249,20041223,  101,   91,  113
  249,20041224,   86,   65,  101
  249,20041225,   41,    9,   74
  249,20041226,    2,  -39,   67
  249,20041227,   -5,  -43,   41
  249,20041228,   32,   -8,   61
  249,20041229,   44,    4,   77
  249,20041230,   79,   52,   95
  249,20041231,   84,   58,   91
  249,20050101,   70,   39,  103
  249,20050102,   61,   54,   79
  249,20050103,   75,   60,   88
  249,20050104,   83,   65,   92
  249,20050105,   58,   26,   82
  249,20050106,   77,   54,   98
  249,20050107,  107,   93,  123
  249,20050108,   89,   61,  121
  249,20050109,   81,   64,  119
  249,20050110,  112,   92,  131
  249,20050111,   96,   74,  116
  249,20050112,   77,   59,  100
  249,20050113,   51,    7,   77
  249,20050114,   32,    1,   82
  249,20050115,   15,   -9,   44
  249,20050116,   16,  -12,   49
  249,20050117,   67,   43,   87
  249,20050118,   48,   27,   86
  249,20050119,   57,   41,   80
  249,20050120,   91,   48,  100
  249,20050121,   55,   35,   79
  249,20050122,   41,  -10,   77
  249,20050123,   18,  -21,   59
  249,20050124,    8,  -27,   30
  249,20050125,   -1,  -29,   22
  249,20050126,   -5,  -50,   21
  249,20050127,   16,    0,   40
  249,20050128,   25,    5,   47
  249,20050129,   19,  -12,   56
  249,20050130,   63,   54,   85
  249,20050131,   64,   37,   79
  249,20050201,   46,   33,   66
  249,20050202,   64,   54,   78
  249,20050203,   58,   28,   83
  249,20050204,   52,   27,   74
  249,20050205,   27,    6,   47
  249,20050206,   32,   -3,   66
  249,20050207,    0,  -32,   35
  249,20050208,    3,  -45,   47
  249,20050209,   53,    1,   81
  249,20050210,   71,   38,   89
  249,20050211,   57,   32,   94
  249,20050212,   73,   38,  111
  249,20050213,   41,   13,   64
  249,20050214,   35,    2,   65
  249,20050215,   17,    5,   31
  249,20050216,    3,   -9,   12
  249,20050217,   10,   -5,   22
  249,20050218,   25,   -6,   58
  249,20050219,   30,   -7,   61
  249,20050220,   22,    5,   49
  249,20050221,   18,   -7,   41
  249,20050222,    6,   -9,   25
  249,20050223,    0,  -16,   17
  249,20050224,    2,  -11,   16
  249,20050225,    7,  -19,   25
  249,20050226,    9,  -12,   29
  249,20050227,  -24,  -57,   -3
  249,20050228,  -23,  -78,   21
  249,20050301,   -8,  -23,   11
  249,20050302,   -9,  -14,    0
  249,20050303,  -44, -168,   -5
  249,20050304,  -67, -187,   -5
  249,20050305,  -32,  -84,   -3
  249,20050306,  -27, -148,   28
  249,20050307,   29,   12,   41
  249,20050308,   42,   26,   57
  249,20050309,   41,    6,   74
  249,20050310,   23,   -5,   64
  249,20050311,   46,   19,   65
  249,20050312,   37,    7,   53
  249,20050313,   34,    5,   70
  249,20050314,   36,    7,   71
  249,20050315,   78,   12,  115
  249,20050316,  126,   97,  171
  249,20050317,   93,   82,  110
  249,20050318,   82,   64,  105
  249,20050319,   85,   53,  116
  249,20050320,   63,   34,   95
  249,20050321,   82,   32,  135
  249,20050322,  107,   67,  174
  249,20050323,  112,   76,  158
  249,20050324,  115,   81,  193
  249,20050325,   89,   69,  124
  249,20050326,   93,   76,  131
  249,20050327,  108,   72,  142
  249,20050328,   93,   71,  114
  249,20050329,   88,   70,  110
  249,20050330,  105,   73,  143
  249,20050331,   99,   63,  140
  249,20050401,  103,   63,  161
  249,20050402,  112,   58,  161
  249,20050403,  137,   90,  197
  249,20050404,  111,   69,  181
  249,20050405,   77,   48,  110
  249,20050406,   82,   38,  114
  249,20050407,   82,   63,  105
  249,20050408,   59,   27,  100
  249,20050409,   41,   -7,   69
  249,20050410,   78,   48,  118
  249,20050411,   90,   38,  145
  249,20050412,   95,   26,  147
  249,20050413,   91,   78,  104
  249,20050414,  111,   80,  140
  249,20050415,  103,   66,  178
  249,20050416,   75,   62,   89
  249,20050417,  100,   76,  120
  249,20050418,   95,   31,  156
  249,20050419,   84,   24,  123
  249,20050420,   80,   43,  133
  249,20050421,   67,    4,  129
  249,20050422,   69,  -11,  128
  249,20050423,   95,    5,  168
  249,20050424,  124,   54,  180
  249,20050425,  117,   74,  169
  249,20050426,  106,   52,  143
  249,20050427,  104,   72,  130
  249,20050428,  127,   51,  173
  249,20050429,  122,   57,  164
  249,20050430,  131,   54,  175
  249,20050501,  174,   84,  233
  249,20050502,  139,   86,  193
  249,20050503,  127,   71,  174
  249,20050504,  101,   43,  127
  249,20050505,   87,   29,  129
  249,20050506,   95,   69,  122
  249,20050507,   78,   47,  105
  249,20050508,   65,   20,  113
  249,20050509,   74,   37,  114
  249,20050510,   77,   33,  118
  249,20050511,   78,   34,  119
  249,20050512,   86,    8,  137
  249,20050513,  106,   58,  167
  249,20050514,   98,   59,  139
  249,20050515,  106,   43,  154
  249,20050516,   85,   24,  133
  249,20050517,   65,   12,  113
  249,20050518,   84,    6,  139
  249,20050519,  134,   58,  186
  249,20050520,  152,  121,  188
  249,20050521,  141,  115,  177
  249,20050522,  138,   96,  181
  249,20050523,  126,   82,  156
  249,20050524,  125,   74,  163
  249,20050525,  156,  119,  206
  249,20050526,  189,  122,  278
  249,20050527,  208,  106,  278
  249,20050528,  178,  118,  225
  249,20050529,  130,   92,  177
  249,20050530,  108,   82,  137
  249,20050531,  106,   47,  156
  249,20050601,  124,   36,  175
  249,20050602,  144,  125,  158
  249,20050603,  156,  115,  220
  249,20050604,  138,  119,  165
  249,20050605,  133,  111,  156
  249,20050606,  109,   71,  140
  249,20050607,  100,   45,  130
  249,20050608,  109,   41,  163
  249,20050609,  123,   43,  179
  249,20050610,  110,   62,  165
  249,20050611,  100,   52,  134
  249,20050612,  106,   57,  140
  249,20050613,  120,   69,  148
  249,20050614,  136,   85,  186
  249,20050615,  159,   88,  233
  249,20050616,  162,  130,  191
  249,20050617,  172,  125,  205
  249,20050618,  176,  130,  230
  249,20050619,  220,  157,  282
  249,20050620,  235,  177,  311
  249,20050621,  179,  121,  239
  249,20050622,  184,  111,  236
  249,20050623,  227,  148,  287
  249,20050624,  245,  162,  311
  249,20050625,  170,  122,  210
  249,20050626,  154,  105,  203
  249,20050627,  151,   93,  210
  249,20050628,  168,   90,  222
  249,20050629,  178,  138,  224
  249,20050630,  173,  130,  221
  249,20050701,  160,  123,  196
  249,20050702,  181,  144,  211
  249,20050703,  186,  162,  223
  249,20050704,  163,  121,  211
  249,20050705,  155,  116,  187
  249,20050706,  151,  121,  193
  249,20050707,  152,   93,  190
  249,20050708,  149,  101,  186
  249,20050709,  170,  111,  218
  249,20050710,  208,  142,  266
  249,20050711,  189,  156,  229
  249,20050712,  187,  154,  237
  249,20050713,  182,  145,  236
  249,20050714,  209,  143,  267
  249,20050715,  185,  127,  221
  249,20050716,  159,  108,  205
  249,20050717,  168,  101,  226
  249,20050718,  200,  131,  246
  249,20050719,  174,  142,  197
  249,20050720,  160,  122,  179
  249,20050721,  151,  139,  166
  249,20050722,  140,  123,  158
  249,20050723,  135,   83,  165
  249,20050724,  159,   88,  207
  249,20050725,  165,  135,  186
  249,20050726,  145,  111,  170
  249,20050727,  157,  125,  184
  249,20050728,  201,  135,  253
  249,20050729,  207,  165,  244
  249,20050730,  172,  149,  201
  249,20050731,  149,  134,  169
  249,20050801,  147,   94,  188
  249,20050802,  145,   78,  195
  249,20050803,  156,  113,  204
  249,20050804,  159,  125,  195
  249,20050805,  146,   99,  168
  249,20050806,  127,   84,  175
  249,20050807,  134,   89,  168
  249,20050808,  150,  130,  177
  249,20050809,  140,  111,  165
  249,20050810,  148,  130,  175
  249,20050811,  150,   99,  183
  249,20050812,  140,   93,  173
  249,20050813,  155,  101,  198
  249,20050814,  155,  134,  184
  249,20050815,  144,   91,  177
  249,20050816,  145,   72,  211
  249,20050817,  171,   95,  225
  249,20050818,  204,  129,  260
  249,20050819,  191,  171,  257
  249,20050820,  174,  146,  209
  249,20050821,  167,  124,  207
  249,20050822,  167,  121,  218
  249,20050823,  147,  102,  191
  249,20050824,  154,  107,  201
  249,20050825,  149,  107,  184
  249,20050826,  137,   95,  173
  249,20050827,  154,  121,  197
  249,20050828,  172,  138,  217
  249,20050829,  171,  113,  228
  249,20050830,  180,   91,  250
  249,20050831,  218,  157,  282
  249,20050901,  194,  174,  217
  249,20050902,  183,  149,  229
  249,20050903,  179,  145,  233
  249,20050904,  197,  151,  244
  249,20050905,  212,  176,  260
  249,20050906,  198,  137,  250
  249,20050907,  189,  154,  233
  249,20050908,  191,  145,  244
  249,20050909,  201,  140,  250
  249,20050910,  197,  162,  239
  249,20050911,  175,  161,  185
  249,20050912,  164,  102,  209
  249,20050913,  150,   81,  214
  249,20050914,  163,  123,  201
  249,20050915,  144,  118,  182
  249,20050916,  119,   73,  150
  249,20050917,  102,   52,  156
  249,20050918,  114,   52,  168
  249,20050919,  117,   59,  181
  249,20050920,  124,   51,  199
  249,20050921,  123,   63,  196
  249,20050922,  141,   62,  209
  249,20050923,  159,   79,  222
  249,20050924,  150,  102,  196
  249,20050925,  157,  130,  195
  249,20050926,  154,  126,  186
  249,20050927,  148,  125,  178
  249,20050928,  129,   96,  162
  249,20050929,  119,   74,  158
  249,20050930,  125,   78,  144
  249,20051001,  133,   76,  174
  249,20051002,  108,   66,  159
  249,20051003,  103,   57,  165
  249,20051004,  113,   44,  160
  249,20051005,  136,   99,  185
  249,20051006,  121,   80,  157
  249,20051007,  118,   62,  173
  249,20051008,  137,   67,  183
  249,20051009,  135,   98,  165
  249,20051010,  157,  113,  204
  249,20051011,  154,  126,  204
  249,20051012,  156,  124,  201
  249,20051013,  149,  117,  196
  249,20051014,  149,  104,  180
  249,20051015,  128,   81,  168
  249,20051016,  117,   90,  154
  249,20051017,  101,   72,  131
  249,20051018,  103,   79,  133
  249,20051019,   98,   78,  119
  249,20051020,  118,   88,  152
  249,20051021,  121,   81,  157
  249,20051022,  129,  108,  147
  249,20051023,  110,   89,  126
  249,20051024,  133,  101,  163
  249,20051025,  148,  138,  161
  249,20051026,  142,  122,  173
  249,20051027,  152,  120,  193
  249,20051028,  159,  135,  188
  249,20051029,  154,  118,  180
  249,20051030,  163,  132,  204
  249,20051031,  151,  122,  178
  249,20051101,  119,   75,  154
  249,20051102,  126,   78,  155
  249,20051103,  154,  135,  175
  249,20051104,  126,  102,  152
  249,20051105,   95,   66,  124
  249,20051106,  115,   89,  145
  249,20051107,  111,   94,  140
  249,20051108,  120,   88,  159
  249,20051109,   82,   37,  115
  249,20051110,   94,   41,  121
  249,20051111,  127,  112,  144
  249,20051112,   91,   63,  114
  249,20051113,   80,   33,  132
  249,20051114,   62,    4,  106
  249,20051115,   92,   44,  120
  249,20051116,   60,   27,   82
  249,20051117,   45,   19,   81
  249,20051118,   31,   -7,   80
  249,20051119,   37,   -8,   97
  249,20051120,   50,   15,   93
  249,20051121,   74,   19,  112
  249,20051122,   38,    9,   56
  249,20051123,   49,   39,   56
  249,20051124,   58,   25,   78
  249,20051125,   17,   -5,   41
  249,20051126,   13,  -17,   28
  249,20051127,   16,   -3,   32
  249,20051128,   10,  -22,   44
  249,20051129,   21,  -20,   53
  249,20051130,   35,    6,   64
  249,20051201,   21,    9,   32
  249,20051202,   32,   10,   55
  249,20051203,   67,   46,   81
  249,20051204,   70,   60,   82
  249,20051205,   63,   31,   92
  249,20051206,   55,   36,   73
